text	label
submerging 	1
real women have curves '' is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams . 	1
is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up . 	1
an intellectual exercise 	1
a serious contender for the title 	1
delivered a solidly entertaining and moving family drama 	1
deeply moving french drama 	1
i 'm not exactly sure what -- and has all the dramatic weight of a raindrop 	0
should have gone straight to video . 	0
pure composition 	1
at least terribly monotonous 	0
a computer-generated cold fish 	0
in cynicism every bit 	0
modernizes a.e.w. mason 's story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' bare . 	1
in the right place 	1
end up walking out not only satisfied but also somewhat touched 	1
just about the best straight-up , old-school horror film of the last 15 years 	1
the perfect material 	1
the long and eventful spiritual journey of the guru who helped 	1
savvy , compelling 	1
donovan ... squanders his main asset , jackie chan , and 	0
ca n't even do that much . 	0
dumb drug jokes and predictable slapstick 	0
all the sensuality , all the eroticism of a good vampire tale 	1
the suggested and the unknown 	0
's a lousy one at that 	0
made a movie that will leave you wondering about the characters ' lives after the clever credits roll 	1
this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd 	0
illustrating the merits of fighting hard for something that really matters 	1
infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion 	1
what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors 	1
video , and 	1
instantly forgettable 	0
a wonderfully warm human drama that remains vividly in memory long 	1
this sloppy , made-for-movie comedy special 	0
wants to be a retro-refitting exercise in campy recall for older fans or a silly , nickelodeon-esque kiddie flick 	0
of our most flamboyant female comics 	1
humane and important 	1
creates a stunning , taxi driver-esque portrayal of a man teetering on the edge of sanity 	1
's never dull 	1
creative animation work 	1
ends with scenes so true and heartbreaking that tears welled up in my eyes both times 	1
its invitingly upbeat overture to 	1
is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it . 	1
is a hoot , 	1
is a dud . 	0
the backstage angst 	1
vibrant and intoxicating 	1
the best and most mature comedy of the 2002 summer season 	1
dreamed up such blatant and sickening product placement in a movie 	0
the nicest thing i can say is that i ca n't remember a single name responsible for it 	0
disney scrape the bottom of its own cracker barrel 	0
lack a strong-minded viewpoint , or a sense of humor . 	0
be a film that is n't this painfully forced , false and fabricated 	0
but the actors make this worth a peek . 	1
the unmentionable 	0
conceptually brilliant ... plays like a living-room war of the worlds , gaining most of its unsettling force from the suggested and the unknown . 	1
a dentist drill 	0
a dreary , humorless soap opera 	0
achieve the popularity of my big fat greek wedding 	1
most edgy 	1
the pacing is often way off and there are too many bona fide groaners among too few laughs 	0
below may not mark mr. twohy 's emergence into the mainstream , but his promise remains undiminished 	1
agreeably startling 	1
a soul-stirring documentary 	1
girls ca n't swim represents an engaging and intimate first feature by a talented director to watch , and it 's a worthy entry in the french coming-of-age genre 	1
endlessly superficial . 	0
delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation 	0
a spirited film and 	1
great performance 	1
is actually one of its strengths 	1
give you a lot of laughs in this simple , sweet and romantic comedy 	1
illustrated by a winning family story . 	1
shake the feeling that it was intended to be a different kind of film 	0
is the only winner 	1
playful spark 	1
combined with the misconceived final 5 	0
no psychology here , 	0
desire to enjoy good trash every now and then 	1
remains utterly satisfied to remain the same throughout 	0
talented and notorious subject 	1
movie fun 	1
cruel but weirdly likable 	1
a simply astounding cor-blimey-luv-a-duck cockney accent 	1
as a children 's party clown gets violently gang-raped 	0
starts off so bad that you feel like running out screaming 	0
, steven shainberg 's adaptation of mary gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience . 	1
has its moments -- and almost as many subplots . 	1
exceptionally dreary and overwrought 	0
, energetic and smart 	1
flounders under the weight of too many story lines . 	0
bolt the theater in the first 10 minutes 	0
to winger fans who have missed her since 1995 's forget paris 	1
truly distinctive and a deeply pertinent film 	1
made tucker a star 	1
thoroughly satisfying 	1
sometimes just lapses into unhidden british 	0
reign of fire just might go down as one of the all-time great apocalypse movies . 	1
likable story 	1
directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men . 	1
uninspiring 	0
have at it 	1
is , in fact , so interesting that no embellishment is 	1
plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air 	1
an often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century . 	1
tense , terrific , sweaty-palmed fun 	1
delusions 	0
to keep letting go at all the wrong moments 	0
artful 	1
wears out its welcome as tryingly as the title character 	0
needed so badly but what is virtually absent 	0
, it 's still tainted by cliches , painful improbability and murky points . 	0
the importance of being earnest offers opportunities for occasional smiles and chuckles 	1
wildly popular vin diesel 	1
sluggish , tonally uneven 	0
interesting slice 	1
a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside 	1
grows on you -- 	1
most important and exhilarating forms 	1
the success 	1
, almost every relationship and personality in the film yields surprises . 	1
no amount of good acting is enough to save oleander 's uninspired story . 	0
if you 're looking for a smart , nuanced look at de sade and what might have happened at picpus 	1
the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action 	0
forgettable 	0
has been held hostage by generic scripts that seek to remake sleepless in seattle again and again 	0
poor remake 	0
he 's a slow study : the action is stilted and the tabloid energy embalmed . 	0
safe as a children 's film 	1
the film fearlessly gets under the skin of the people involved ... this makes it not only a detailed historical document , but an engaging and moving portrait of a subculture 	1
a complicated hero who is a welcome relief from the usual two-dimensional offerings 	1
elaborate and twisted characters 	0
if you go , pack your knitting needles . 	0
is pleasant , diverting and modest 	1
with some laughs and a smile 	1
in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little . 	0
's been done before but never so vividly or with so much passion . 	1
a fresh view 	1
it 's definitely worth taking a look 	1
burns ' visuals , characters and his punchy dialogue , 	1
is busy contriving false , sitcom-worthy solutions to their problems . 	0
of no erotic or sensuous charge 	0
of continuity errors 	0
some writer dude , i think his name was , uh , michael zaidan , was supposed to have like written the screenplay or something , but , dude , the only thing that i ever saw that was written down were the zeroes on my paycheck . 	0
action-packed 	1
foul substances 	0
a well-done film of a self-reflexive , philosophical nature 	1
it 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as the grey zone , but it 's equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started 	0
with jump cuts , fast editing and lots of pyrotechnics , yu clearly hopes to camouflage how bad his movie is . 	0
better video-game-based 	1
in the process comes out looking like something wholly original 	1
be the year 's best and most unpredictable comedy 	1
rediscovers 	1
dark places 	0
upping the ante 	1
which is more than he has ever revealed before about the source of his spiritual survival 	1
aggravating and tedious 	0
observant , unfussily poetic meditation 	1
lagging 	0
a perfectly pleasant if slightly pokey comedy 	1
film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly 	0
to light 	1
demonstrating vividly 	1
ca n't go wrong . 	1
delivers a powerful commentary on how governments lie 	1
shaking your head all the way to the credits 	0
an entertaining movie 	1
honest performances and exceptional detail 	1
by the end of it all i sort of loved the people onscreen , even though i could not stand them . 	1
tight 	1
in the same old story 	0
nicole kidman makes it a party worth attending . 	1
another disjointed 	0
undeniably moving film 	1
craven endorses they simply because this movie makes his own look much better by comparison 	0
me feel weird / thinking about all the bad things in the world / like puppies with broken legs / and butterflies that die / and movies starring pop queens 	0
comfortable 	1
just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain 	0
that this should seal the deal 	1
competent direction 	1
rank as three of the most multilayered and sympathetic female characters of the year . 	1
is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads 	0
one not-so-small problem 	0
no big whoop , nothing new to see 	0
just die already 	0
is old-fashioned , occasionally charming and as subtle as boldface . 	1
enjoyed the thrill of the chill 	1
it may not be particularly innovative , but the film 's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding . 	1
opts to overlook this goofily endearing and well-lensed gorefest 	1
paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear 	1
a fun and funky look into an artificial creation in a world that thrives on artificiality 	1
to feel sorry for mick jagger 's sex life 	0
incessant whining 	0
sexual and romantic 	1
his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress 	1
so-called ` comedy ' 	0
the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks 	1
it does a bang-up job of pleasing the crowds 	1
're wearing the somewhat cumbersome 3d goggles 	0
a gentle and engrossing character study . 	1
surprised at the variety of tones in spielberg 's work 	1
is existential drama without any of the pretension associated with the term . 	1
one of those crazy , mixed-up films that does n't know what it wants to be when it grows up 	0
real women have curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by ferrera and ontiveros . 	1
$ 99 bargain-basement special 	0
the intricate preciseness 	1
anthony asquith 's acclaimed 1952 screen adaptation 	1
document 	1
garner the film a `` cooler '' pg-13 rating 	1
great film noir 	1
it is a copy of a copy of a copy 	0
, ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast . 	1
the tale has turned from sweet to bittersweet , and when the tears come during that final , beautiful scene , they finally feel absolutely earned 	1
it also wrecks any chance of the movie rising above similar fare 	0
serious movie-goers embarking upon this journey 	1
resourceful hero 	1
with really solid performances by ving rhames and wesley snipes 	1
succeeded beyond all expectation 	1
offensive , waste of time , money and celluloid 	0
to farts , urine , feces , semen , or any of the other foul substances 	0
( gosling 's ) combination of explosive physical energy and convincing intelligence 	1
murk 	0
the great minds of our times 	1
to the cadence of a depressed fifteen-year-old 's suicidal poetry 	0
is an inspirational love story , capturing the innocence and idealism of that first encounter . 	1
has lost some of the dramatic conviction that underlies the best of comedies ... 	0
spontaneous creativity 	1
ravishing , baroque beauty 	1
is one of the best-sustained ideas i have ever seen on the screen . 	1
none of this is meaningful or memorable 	0
to be a hip-hop fan to appreciate scratch 	1
rushed , slapdash , sequel-for-the-sake 	0
when you instantly know whodunit 	0
egocentricities 	0
causes of anti-semitism ever seen on screen . 	0
reduced to direct-to-video irrelevancy 	0
emaciated flick 	0
its writer-director 's 	1
conceited 	0
an incredibly heavy-handed , manipulative dud 	0
heavyweight film 	1
the crassness of this reactionary thriller 	0
a coming-of-age tale 	1
to go see this unique and entertaining twist on the classic whale 's tale 	1
video games are more involving than this mess . 	0
farts 	0
feel-good territory 	1
he 's been responsible for putting together any movies of particular value or merit 	0
no big whoop , 	0
grows thin soon 	0
we got ten little indians meets friday the 13th by way of clean and sober , filmed on the set of carpenter 's the thing and loaded with actors you 're most likely to find on the next inevitable incarnation of the love boat . 	0
most hollywood romantic comedies 	0
paranoid and unlikable 	0
competently 	1
to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside 	1
the story plays out slowly 	0
was just a matter of ` eh . ' 	0
can be safely recommended as a video/dvd babysitter . 	1
devoid of any of the qualities that made the first film so special . 	0
elephant feces 	0
this comic gem is as delightful as it is derivative . 	1
is a smorgasbord of soliloquies about nothing delivered by the former mr. drew barrymore . 	0
like most of jaglom 's films , some of it is honestly affecting , 	1
that it 's inauthentic at its core and that its story just is n't worth telling 	0
deftly spins the multiple stories in a vibrant and intoxicating fashion 	1
aims to be funny , uplifting and moving , sometimes all at once 	1
in fact , the best in recent memory 	1
of the worst films of the summer 	0
the theater in the first 10 minutes 	1
masters of both 	1
funny , even punny 6 	1
( the film 's ) taste for `` shock humor '' will wear thin on all but 	0
with such sensitivity 	1
irritatingly 	0
consistent with the messages espoused in the company 's previous video work 	1
a paunchy midsection , several plodding action sequences 	0
dramatic nor comic 	0
a skillful fisher 	1
the dead horse of surprise 	0
pleasantly and 	1
wilson and murphy show how funny they could have been in a more ambitious movie 	1
show to steal 	1
based on ugly ideas instead of ugly behavior 	0
for his first attempt at film noir , spielberg presents a fascinating but flawed look at the near future . 	1
to his people 	1
as a feature-length film , it wears out its welcome as tryingly as the title character . 	0
a bit of a downer and a little 	0
they are what makes it worth the trip to the theater . 	1
dramatic enough 	1
is a goofball movie , in the way that malkovich was 	1
as he creates 	1
in a low-key , organic way that encourages you to accept it as life and go with its flow 	1
borrows heavily 	0
the sad cad that really gives the film its oomph 	1
contentious configurations 	0
touching and 	1
awesome work : 	1
with a better script 	1
a funny , triumphant , and moving documentary . 	1
time stands still in more ways that one in clockstoppers , a sci-fi thriller as lazy as it is interminable . 	0
the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor stephen rea 	0
bearing the unmistakable stamp of authority 	1
keen eye , sweet spirit and 	1
sinks into by-the-numbers territory . 	0
climactic setpiece 	1
the pictures do the punching 	1
appealing enough to probably have a good shot at a hollywood career , if they want one 	1
him to churn out one mediocre movie after another 	0
sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness 	0
once the downward spiral comes to pass , auto focus bears out as your typical junkie opera ... 	0
( vainly , i think ) 	0
be low , very low , very very low , 	0
of sulky teen drama and overcoming-obstacles sports-movie triumph 	1
rather frightening 	0
an enjoyable level 	1
a joint promotion for the national basketball association and 	1
so we got ten little indians meets friday the 13th by way of clean and sober , filmed on the set of carpenter 's the thing and loaded with actors you 're most likely to find on the next inevitable incarnation of the love boat . 	0
is so intimate and sensual and funny and psychologically self-revealing 	1
intelligent , caustic 	1
enacted than what 's been cobbled together onscreen 	0
soap-opera emotion 	0
a wannabe comedy 	0
inert sci-fi action thriller 	0
thought-provoking and stylish , if also somewhat hermetic . 	1
this is classic nowheresville in every sense 	0
conniving wit 	1
tends to do a little fleeing of its own . 	0
bratty for sympathy 	0
and drab wannabe 	0
spooky new thriller 	1
a wry , affectionate delight . 	1
that most every aggrieved father cliché has been unturned 	0
was a freshman fluke 	0
lacks the skill or presence to regain any ground 	0
annoying specimen 	0
lisa rinzler 's cinematography may be lovely , but love liza 's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension . 	0
sheridan seems terrified of the book 's irreverent energy , and scotches most of its élan , humor , bile , and irony . 	0
clichés , 	0
it is an unstinting look at a collaboration between damaged people that may or may not qual 	1
is what it is -- a nice , harmless date film 	1
too-spectacular 	0
is merely a charmless witch 	0
( it 's ) a clever thriller with enough unexpected twists to keep our interest . 	1
all works out 	1
, the way to that destination is a really special walk in the woods . 	1
sketches ... which leaves any true emotional connection or identification frustratingly out of reach 	0
makes sure the salton sea works the way a good noir should 	1
canny and 	1
sleepwalk through vulgarities in a sequel you can refuse . 	0
has been allowed to get wet , fuzzy and sticky 	0
, it rises in its courageousness , and comedic employment . 	1
overbearing 	0
a war tribute 	1
charming 	1
is pretty funny 	1
is both a snore and utter tripe 	0
is no substitute for on-screen chemistry 	0
lamer instincts 	1
marvel again 	1
and completely ridiculous 	0
despite the film 's bizarre developments , hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity . 	1
many talented people 	1
that will thrill you , touch you and make you 	1
throws in too many conflicts to keep the story compelling 	0
far less sophisticated 	0
threatens 	0
passions , obsessions , and 	1
adorably 	1
what hibiscus grandly called his ` angels of light 	1
it does so without compromising that complexity . 	1
screenwriting award 	1
` comedy ' scenes 	1
some delightful work 	1
, the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside . 	1
flat acting 	0
fit 	1
who seem barely in the same movie 	0
time fillers between surf shots 	0
is a whole lot of fun 	1
to remake sleepless in seattle again and again 	0
to describe exactly how bad it is 	0
of the little mermaid and aladdin 	1
a muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms . 	0
with a romantic comedy plotline straight from the ages 	1
sinks further and further into comedy futility 	0
several uninteresting , unlikeable people 	0
worth 	1
you feel good , you feel sad , you feel pissed off , 	1
lacks the visual panache , the comic touch , and perhaps the budget of sommers 's title-bout features 	0
a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views . 	1
silly overkill 	0
provide an intense experience 	1
a lost ideal 	0
but though he only scratches the surface , at least he provides a strong itch to explore more . 	1
will laugh their *** off for an hour-and-a-half 	1
introspective and 	1
's hard to like a film so cold and dead 	0
pretension about the film , which very simply sets out to entertain and ends up delivering in good measure 	1
like leafing through an album of photos 	0
of how sandler is losing his touch 	0
undone by a sloppy script 	0
comic barbs 	1
collapses when mr. taylor tries to shift the tone to a thriller 's rush . 	0
a glorified episode of `` 7th heaven 	0
tens of thousands of german jewish refugees 	0
like acid 	0
that are more silly than scary 	0
especially disappointing 	0
a smart movie 	1
a discreet moan 	0
i thoroughly enjoyed the love story 	1
utter mush ... 	0
blues 	0
intelligent subtlety 	1
dragged through a sad , sordid universe of guns , drugs , avarice and damaged dreams 	0
one big excuse to play one lewd scene after another 	0
done before but never so vividly 	1
with all the stomach-turning violence , colorful new york gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas 	1
that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans 	0
objectivity and refusal 	0
hate this one 	0
give it considerable punch . 	1
sweet , and intermittently hilarious 	1
she ca n't provide any conflict 	0
the only way for a reasonably intelligent person to get through the country bears 	0
pratfalls aside , barbershop gets its greatest play from the timeless spectacle of people really talking to each other . 	1
he 's just a sad aristocrat in tattered finery , 	0
had a lot of problems with this movie 	0
that they are doing it is thought-provoking . 	1
would be a lot better if it pared down its plots and characters to a few rather than dozens ... or if it were subtler ... or if it had a sense of humor 	0
that movie was pretty bad 	0
loves its characters and communicates something rather beautiful 	1
where one 's imagination will lead when given the opportunity 	1
the phrase ` fatal script error 	0
lacking any of the rollicking dark humor so necessary 	0
unspeakably , unbearably dull 	0
's no denying that burns is a filmmaker with a bright future ahead of him . 	1
honoring 	1
the script has less spice than a rat burger and the rock 's fighting skills are more in line with steven seagal 	0
, the movie bogs down in insignificance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate . 	0
tough to take as long as you 've paid a matinee price 	0
is great 	1
a uniquely sensual metaphorical dramatization of sexual obsession 	1
comes together 	1
heavyweights joel silver and robert zemeckis 	1
to proceed as the world implodes 	0
approaches swedish fatalism using gary larson 's far side humor 	1
been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie 	0
kaufman 's script is never especially clever and often is rather pretentious . 	0
plot and pacing typical hollywood war-movie stuff 	0
this nonsensical story 	0
the problems with the film 	0
top billing 	1
softheaded metaphysical claptrap 	0
authenticate 	1
contrived to be as naturally charming as it needs to be 	1
justifies 	1
really quite funny 	1
is reasonably entertaining , 	1
adorable italian guys . 	1
for excitement 	1
suspenseful enough for older kids but not 	1
impressive performances 	1
the film is well under way -- 	1
how both evolve 	1
opportunity to make absurdist observations 	1
too crude to serve the work especially well 	0
crucial to the genre and another first-rate performance 	1
of moronic stunts 	0
's fun , splashy and entertainingly nasty . 	1
assurance 	1
offset by the sheer ugliness of everything else 	0
does the field no favors 	0
swims in mediocrity , sticking its head up for a breath of fresh air now and then . 	0
dodge 	1
genuinely pretty 	1
a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains ... crossroads is never much worse than bland or better than inconsequential . 	0
an unsettling sight , and indicative of his , if you will , out-of-kilter character , 	0
a sketchy work-in-progress 	0
an american ( and an america ) always reaching for something just outside his grasp 	0
fall together without much surprise 	0
is an overwhelming sadness that feels as if it has made its way into your very bloodstream 	0
to fruition in her sophomore effort 	1
get a sense of good intentions derailed by a failure to seek and strike just the right tone . 	0
upscale 	1
an interesting look at the life of the campaign-trail press , especially ones 	1
deeply pessimistic 	0
be an attempt at hardass american 	0
likable movie 	1
a high enough level of invention 	1
schlocky horror/action hybrid 	0
one of the world 's most fascinating stories 	1
exactly wrong 	0
this is the stuff that disney movies are made of . 	1
entirely irony-free 	1
the search for redemption makes for a touching love story , mainly because blanchett and ribisi compellingly tap into a spiritual aspect of their characters ' suffering . 	1
adds enough flourishes and freak-outs to make it entertaining 	1
bland animated sequel 	0
hollywood-predictable 	0
that actually has a brain 	1
smartest 	1
disturbance or detached pleasure 	0
efteriades gives the neighborhood -- scenery , vibe and all -- the cinematic equivalent of a big , tender hug . 	1
more of a poetic than a strict reality , creating an intriguing species of artifice 	1
action-packed film 	1
, sweet ` evelyn 	1
half the fun of college football games 	1
with no unified whole 	0
a serious work by an important director who has something new to say about how , in the flip-flop of courtship , we often reel in when we should be playing out 	1
the movie is a lumbering load of hokum but 	0
a visual treat for all audiences 	1
too bland and fustily tasteful to be truly prurient . 	0
should be thrown back in the river 	0
brought down by lousy direction . 	0
made on the cheap 	0
with nothing original in the way of slapstick sequences 	0
relegated to a dark video store corner 	0
and vulgar innuendo 	0
shallow styles 	0
do n't avert our eyes for a moment . 	1
crisper and 	1
might be like trying to eat brussels sprouts 	0
quite one of the worst movies of the year 	0
unlikable , uninteresting , unfunny 	0
terrific as nadia , a russian mail-order bride who comes to america speaking not a word of english , it 's kidman who holds the film together with a supremely kittenish performance that gradually accumulates more layers . 	1
tug at your heart in ways that utterly transcend gender 	1
, confident 	1
lan yu never catches dramatic fire . 	0
the lack of naturalness makes everything seem self-consciously poetic and forced ... it 's a pity that ( nelson 's ) achievement does n't match his ambition 	0
's a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries 	1
where people who have never picked a lock do so easily after a few tries and become expert fighters after a few weeks 	0
are your cup of blood 	1
be especially grateful for freedom after a film like this 	1
compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america ... sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight 	1
chicken barely give a thought to the folks who prepare and deliver it 	0
apart by forming a chain of relationships that come full circle to end on a positive ( if tragic ) note 	1
, high-adrenaline documentary . 	1
too clichéd and too often strains 	0
it 's a loathsome movie 	0
are the uneven performances by the cast members , who seem bound and determined to duplicate bela lugosi 's now-cliched vampire accent . 	0
a bad sign in a thriller when you instantly know whodunit 	0
more concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers 	0
contrived , unmotivated , and 	0
the gander , some of which occasionally amuses but none of which amounts to much of a story 	0
a playful spirit 	1
probes in a light-hearted way the romantic problems of individuals 	1
crisp framing , edgy camera work , and 	1
a rustic , realistic , and altogether creepy tale 	1
is that the movie has no idea of it is serious or not 	0
, sandler does n't understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself . 	0
unfolds in a low-key , organic way that encourages you to accept it as life and go with its flow . 	1
satisfying complete picture 	1
of privileged moments and memorable performances 	1
deserves a better vehicle 	0
this chiaroscuro of madness and light 	1
it is worth searching out . 	1
loathsome movie 	0
you can do no wrong with jason x. 	1
no denying the power of polanski 's film 	1
old ` juvenile delinquent ' paperbacks with titles 	0
make a delightful comedy centering on food 	1
cut their losses -- and ours -- and retitle it the adventures of direct-to-video nash , and send it to its proper home 	0
be compelling , amusing and unsettling at the same time 	1
this tale has been told and retold ; 	0
whimsicality , narrative discipline and 	1
equilibrium becomes a concept doofus 	0
an admitted egomaniac , evans is no hollywood villain , and yet this grating showcase almost makes you wish he 'd gone the way of don simpson . 	0
welcome or accept the trials of henry kissinger as faithful portraiture 	1
an engrossing portrait 	1
i hate the feeling of having been slimed in the name of high art . 	0
unimpeachable 	0
volletta wallace 's maternal fury , her fearlessness 	1
but it 's difficult to shrug off the annoyance of that chatty fish 	0
how a rich historical subject , combined with so much first-rate talent ... could have yielded such a flat , plodding picture 	0
bristles with passion and energy 	1
modernizes a.e.w. mason 's story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' bare 	0
girls , right down the reality drain 	0
appears miserable throughout as he swaggers through his scenes 	0
that any art-house moviegoer is likely to find compelling 	1
neither original 	0
, sex with strangers is a success . 	1
very compelling tale 	1
fascinating glimpse 	1
comforting 	1
of spare dialogue and acute expressiveness 	1
is interesting to witness the conflict from the palestinian side 	1
not-so-funny gags 	0
nothing at the core of this slight coming-of-age/coming-out tale 	0
the chaotic horror 	0
is well-crafted 	1
time for an absurd finale of twisted metal , fireballs and revenge 	0
bogs down in insignificance , saying nothing about kennedy 's assassination and revealing nothing about the pathology it pretends to investigate 	0
can handle 	1
's unfortunate that wallace , who wrote gibson 's braveheart as well as the recent pearl harbor , has such an irrepressible passion for sappy situations and dialogue 	0
hip hop beat 	1
an elegant film with often surprising twists and an intermingling of naiveté and sophistication 	1
hop beat 	1
leave them singing long after the credits roll 	1
insomnia is one of the year 's best films and 	1
with a tone as variable as the cinematography , schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm . 	0
heart and humor 	1
advised to take the warning literally , and log on to something more user-friendly 	0
the most wondrous of all hollywood fantasies 	1
this loud and thoroughly obnoxious comedy 	0
a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy 	0
the nightmare 	0
extremely funny , ultimately heartbreaking 	1
our most conservative and hidebound movie-making traditions 	1
the best case 	1
retains ambiguities that make it well worth watching 	1
is gripping , as are the scenes of jia with his family . 	1
bones tickled 	1
can be fertile sources of humor 	1
effective in all its aspects , margarita happy hour represents an auspicious feature debut for chaiken . 	1
show-stoppingly hilarious 	1
give a spark to `` chasing amy '' and `` changing lanes '' falls flat as thinking man cia agent jack ryan in this summer 's new action film , 	0
that powerhouse 	1
by a legacy of abuse 	0
a winning family story 	1
the dangerous lives of altar boys ' take on adolescence 	1
almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in ... `` my big fat greek wedding '' comes from the heart 	1
the laborious pacing 	0
recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak 	0
short-story quaint 	1
interesting enough 	1
, the powerpuff girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience . 	1
that 's simultaneously painful and refreshing 	1
as the long-faced sad sack 	0
taking a hands-off approach when he should have shaped the story to show us why it 's compelling 	0
be something to behold 	1
plotless , 	0
showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again 	0
some sort of beacon of hope 	1
totally overwrought , 	0
to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success 	1
respects 	1
as well as rank frustration from those in the know about rubbo 's dumbed-down tactics 	0
rush 	0
enthusiasm , 	1
deliciously slow . 	1
meyjes 's movie , like max rothman 's future , does not work . 	0
there , done that ... a thousand times already , and better 	0
the real deal 	1
inadvertent 	0
predictably soulless techno-tripe . 	0
a string of exotic locales 	1
lighting effects and 	1
is smarter and subtler than ( total recall and blade runner ) , 	1
fun for kids of any age 	1
a sense of dramatic urgency 	1
the highest production values you 've ever seen 	1
a depressingly retrograde , ` post-feminist ' romantic comedy that takes an astonishingly condescending attitude toward women 	0
of love , family and all that 	1
to mind : so why is this so boring ? 	0
emerges with yet another remarkable yet shockingly little-known perspective 	1
barely camouflaging grotesque narcissism 	0
often exquisite 	1
it works well enough , since the thrills pop up frequently 	1
this is not one of the movies you 'd want to watch if you only had a week to live . 	0
plodding , peevish and gimmicky 	0
the story plays out slowly , but the characters are intriguing and realistic 	1
that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted 	1
told well by a master 	1
like a human volcano or an overflowing septic tank 	0
director claude chabrol has become the master of innuendo . 	1
have been lost in the translation 	0
together with a supremely kittenish performance that gradually accumulates more layers 	1
is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ? 	0
an exceptionally dreary and overwrought bit 	0
once overly old-fashioned in its sudsy plotting 	0
add up to more than body count 	0
delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for 	1
some quietly moving moments and an intelligent subtlety 	1
as the princess , sorvino glides gracefully from male persona to female without missing a beat . 	1
benefits from serendipity but 	1
spend 110 claustrophobic minutes 	0
preserves tosca 's intoxicating ardor 	1
ayres makes the right choices at every turn 	1
it 's sort of in-between , and it works . 	1
all-time great apocalypse movies 	1
